text,intent,action_type
thống kê chi tiêu tháng trước,action,REPORT_COMPARE
tắt chế độ tối,action,SYSTEM_SETTING
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
để dành 2 triệu nha,action,GOAL
nói chuyện nghiêm túc hơn đi,action,SET_TONE
set nickname Anh Khang,action,SET_USERNAME
check tiền đã xài thứ 6 đi,action,REPORT_GENERAL
xem report sức khỏe thứ 6,action,REPORT_GENERAL
tắt thông báo chi tiêu,action,SET_ALERT
tắt thông báo chi tiêu,action,SET_ALERT
đổi giọng sang hài hước,action,SET_TONE
chỉnh lại ghi chú nha,action,UPDATE_RECORD
đổi giọng sang nghiêm túc,action,SET_TONE
xem report ăn uống chủ nhật,action,REPORT_INCOME
set limit đi lại 10 triệu mỗi tháng,action,LIMIT
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT
nhắc mình khi vượt ngân sách,action,SET_ALERT
nói chuyện dặn dỗi hơn đi,action,SET_TONE
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
nhắc mình khi vượt ngân sách,action,SET_ALERT
check tiền đã xài 01-01-2026 đi,action,REPORT_GENERAL
kiếm giúp khoản trà sữa,action,SEARCH
save goal mua laptop 10 triệu,action,GOAL
thống kê chi tiêu thứ 2,action,REPORT
đề xuất budget hợp lý đi,action,SUGGEST
cho t xem báo cáo thứ 2,action,REPORT_GENERAL
bật cảnh báo giáo dục,action,SET_ALERT
undo giao dịch cuối,action,DELETE_LAST
set nickname Bin,action,SET_USERNAME
đề xuất budget hợp lý đi,action,SUGGEST
để dành 10 triệu nha,action,GOAL
set tone châm chọc,action,TONE
tạo mục tiêu tiết kiệm 2 triệu,action,SET_GOAL
mục tiêu du lịch 50k trước tuần này,action,SET_GOAL
tắt chế độ tối,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 100k,action,GOAL
thống kê chi tiêu cuối tuần,action,REPORT_GENERAL
alert hạn mức cho ăn uống,action,SET_ALERT
để dành 100k nha,action,GOAL
check tiền đã xài 23-12-2025 đi,action,REPORT_GENERAL
thống kê chi tiêu quý 1 năm nay,action,REPORT_GENERAL
đổi giọng sang nghiêm túc,action,SET_TONE
nhắc mình khi vượt ngân sách,action,SET_ALERT
check tiền đã xài thứ 2 đi,action,REPORT
đổi danh mục sang đi lại,action,UPDATE_RECORD
cho t xem báo cáo 7 ngày qua,action,REPORT_COMPARE
xem report giáo dục 23-12-2025,action,REPORT_GENERAL
xem report ăn uống hôm nay,action,REPORT_COMPARE
tìm giao dịch ăn uống,action,SEARCH_RECORD
tắt thông báo chi tiêu,action,SET_ALERT
tư vấn hạn mức cho mình,action,SUGGEST
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
lương của mình là 10 triệu,action,SET_INCOME
thu nhập tháng này 2 triệu,action,SET_INCOME
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
set nickname Anh Khang,action,SET_USERNAME
thu nhập tháng này 1 triệu,action,SET_INCOME
tìm giao dịch mua sắm,action,SEARCH
xem report đi lại hôm qua,action,REPORT
tìm record 15-06-2026,action,SEARCH_RECORD
đặt hạn mức nhà ở 5 triệu,action,SET_LIMIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
mỗi tháng mình kiếm 500k,action,SET_INCOME
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tìm record năm ngoái,action,SEARCH
tìm giao dịch đi lại,action,SEARCH_RECORD
chuyển style nói chuyện nhé,action,SET_TONE
set limit sức khỏe 200k mỗi tháng,action,LIMIT
tạo mục tiêu tiết kiệm 50k,action,GOAL
undo giao dịch cuối,action,DELETE_LAST
check tiền đã xài thứ 6 đi,action,REPORT_COMPARE
đề xuất budget hợp lý đi,action,SUGGEST
đổi danh mục sang ăn uống,action,EDIT
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
tìm record cuối tuần,action,SEARCH
đề xuất budget hợp lý đi,action,SUGGEST
check tiền đã xài 7 ngày qua đi,action,REPORT_COMPARE
thống kê chi tiêu năm ngoái,action,REPORT_GENERAL
save goal mua laptop 5 triệu,action,SET_GOAL
cộng thêm 500k vào hạn mức,action,SET_LIMIT
nhắc mình khi vượt ngân sách,action,SET_ALERT
giảm limit còn 2 triệu,action,SET_LIMIT
mỗi tháng mình kiếm 5 triệu,action,SET_INCOME
cho t xem báo cáo 30 ngày qua,action,REPORT
thống kê chi tiêu 30 ngày qua,action,REPORT_GENERAL
update record vừa nhập,action,UPDATE_RECORD
đổi danh mục sang nhà ở,action,UPDATE_RECORD
xem report đi lại cuối tuần,action,REPORT_GENERAL
sửa giao dịch cuối thành 10 triệu,action,EDIT
nói chuyện nghiêm túc hơn đi,action,TONE
chuyển style nói chuyện nhé,action,TONE
thống kê chi tiêu năm ngoái,action,REPORT
cho t xem báo cáo thứ 6,action,REPORT_GENERAL
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
mỗi tháng mình kiếm 2 triệu,action,SET_INCOME
chỉnh lại ghi chú nha,action,EDIT
đề xuất budget hợp lý đi,action,SUGGEST
đổi tên thành Boss,action,SET_USERNAME
chuyển style nói chuyện nhé,action,SET_TONE
cộng thêm 50k vào hạn mức,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
set limit mua sắm 100k mỗi tháng,action,SET_LIMIT
nói chuyện châm chọc hơn đi,action,TONE
gọi mình là Bin nhé,action,SET_USERNAME
cho t xem báo cáo thứ 6,action,REPORT_INCOME
đổi giọng sang nghiêm túc,action,TONE
kiếm giúp khoản trà sữa,action,SEARCH
đổi tên thành Anh Khang,action,SET_USERNAME
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
mỗi tháng mình kiếm 200k,action,SET_INCOME
tìm giao dịch giáo dục,action,SEARCH_RECORD
check tiền đã xài năm nay đi,action,REPORT_INCOME
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
xem report giải trí tháng này,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
mục tiêu du lịch 10 triệu trước năm nay,action,GOAL
chuyển giao diện sáng,action,SETTING
update record vừa nhập,action,EDIT
xem report nhà ở cuối tuần,action,REPORT_GENERAL
kiếm giúp khoản trà sữa,action,SEARCH
update record vừa nhập,action,EDIT
nói chuyện hài hước hơn đi,action,TONE
bật cảnh báo đi lại,action,SET_ALERT
tìm giao dịch đi lại,action,SEARCH_RECORD
tắt chế độ tối,action,SYSTEM_SETTING
kiếm giúp khoản trà sữa,action,SEARCH
để dành 5 triệu nha,action,SET_GOAL
update record vừa nhập,action,UPDATE_RECORD
cho t xem báo cáo thứ 3,action,REPORT_COMPARE
cho t xem báo cáo thứ 6,action,REPORT_INCOME
set limit ăn uống 100k mỗi tháng,action,LIMIT
tắt thông báo chi tiêu,action,SET_ALERT
cho t xem báo cáo cuối tuần,action,REPORT_COMPARE
xóa giao dịch vừa nhập,action,DELETE_LAST
nói chuyện hài hước hơn đi,action,SET_TONE
tắt chế độ tối,action,SETTING
bật dark mode,action,SETTING
lương của mình là 2 triệu,action,SET_INCOME
sửa giao dịch cuối thành 5 triệu,action,EDIT
xem report giải trí thứ 6,action,REPORT_INCOME
tìm giao dịch đi lại,action,SEARCH
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
hủy hóa đơn mới nhất,action,DELETE_LAST
bật dark mode,action,SETTING
undo giao dịch cuối,action,DELETE_LAST
tạo mục tiêu tiết kiệm 2 triệu,action,GOAL
set income 50k,action,SET_INCOME
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
undo giao dịch cuối,action,DELETE_LAST
chỉnh lại ghi chú nha,action,EDIT
check tiền đã xài 30 ngày qua đi,action,REPORT
undo giao dịch cuối,action,DELETE_LAST
sửa giao dịch cuối thành 500k,action,EDIT
chuyển giao diện sáng,action,SETTING
tìm record tháng trước,action,SEARCH_RECORD
check tiền đã xài cuối tuần đi,action,REPORT_INCOME
cho t xem báo cáo hôm qua,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 500k,action,GOAL
set tone hài hước,action,SET_TONE
chuyển giao diện sáng,action,SYSTEM_SETTING
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT_GENERAL
set income 50k,action,SET_INCOME
save goal mua laptop 10 triệu,action,SET_GOAL
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
giảm limit còn 2 triệu,action,LIMIT
chuyển giao diện sáng,action,SETTING
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
set limit đi lại 100k mỗi tháng,action,LIMIT
tìm record 30 ngày qua,action,SEARCH_RECORD
lương của mình là 5 triệu,action,SET_INCOME
cho t xem báo cáo chủ nhật,action,REPORT_GENERAL
để dành 200k nha,action,GOAL
đổi danh mục sang ăn uống,action,UPDATE_RECORD
xóa giao dịch vừa nhập,action,DELETE_LAST
sửa giao dịch cuối thành 5 triệu,action,EDIT
xóa giao dịch vừa nhập,action,DELETE_LAST
tắt chế độ tối,action,SETTING
undo giao dịch cuối,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST
đổi giọng sang dễ thương,action,SET_TONE
undo giao dịch cuối,action,DELETE_LAST
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
đổi danh mục sang ăn uống,action,UPDATE_RECORD
chỉnh lại ghi chú nha,action,EDIT
check tiền đã xài thứ 2 đi,action,REPORT_COMPARE
cho t xem báo cáo quý 1 năm nay,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
set tone châm chọc,action,TONE
từ giờ gọi t là Bin,action,SET_USERNAME
xem report sức khỏe thứ 2,action,REPORT_GENERAL
check tiền đã xài chủ nhật đi,action,REPORT_COMPARE
check tiền đã xài tháng này đi,action,REPORT_INCOME
gọi mình là Anh Khang nhé,action,SET_USERNAME
update record vừa nhập,action,EDIT
tìm giao dịch nhà ở,action,SEARCH
save goal mua laptop 5 triệu,action,SET_GOAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
tư vấn hạn mức cho mình,action,SUGGEST
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
tạo mục tiêu tiết kiệm 5 triệu,action,SET_GOAL
để dành 2 triệu nha,action,GOAL
tìm record 7 ngày qua,action,SEARCH
hủy hóa đơn mới nhất,action,DELETE
thống kê chi tiêu hôm qua,action,REPORT_COMPARE
set nickname Min,action,SET_USERNAME
cho t xem báo cáo thứ 3,action,REPORT_GENERAL
xem report mua sắm thứ 2,action,REPORT
set limit sức khỏe 2 triệu mỗi tháng,action,SET_LIMIT
xem report sức khỏe tuần này,action,REPORT_GENERAL
check tiền đã xài tháng này đi,action,REPORT_INCOME
save goal mua laptop 5 triệu,action,GOAL
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
tìm record tháng trước,action,SEARCH_RECORD
chuyển style nói chuyện nhé,action,TONE
gợi ý ngân sách tháng sau,action,SUGGEST
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_GENERAL
thống kê chi tiêu 7 ngày qua,action,REPORT_GENERAL
cho t xem báo cáo tháng này,action,REPORT_INCOME
thống kê chi tiêu tuần này,action,REPORT_INCOME
đặt hạn mức giải trí 100k,action,LIMIT
đổi giọng sang nghiêm túc,action,TONE
đổi giọng sang dễ thương,action,SET_TONE
xem report ăn uống cuối tuần,action,REPORT_COMPARE
tạo mục tiêu tiết kiệm 100k,action,GOAL
tắt thông báo chi tiêu,action,SET_ALERT
nói chuyện nghiêm túc hơn đi,action,TONE
update record vừa nhập,action,EDIT
undo giao dịch cuối,action,DELETE
xem report ăn uống quý 1 năm nay,action,REPORT_GENERAL
xem report nhà ở tháng trước,action,REPORT
cho t xem báo cáo 15-06-2026,action,REPORT_INCOME
tắt chế độ tối,action,SYSTEM_SETTING
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
thống kê chi tiêu quý 1 năm nay,action,REPORT_INCOME
check tiền đã xài hôm qua đi,action,REPORT_COMPARE
thống kê chi tiêu năm ngoái,action,REPORT_INCOME
tìm record 7 ngày qua,action,SEARCH_RECORD
set income 500k,action,SET_INCOME
mục tiêu du lịch 200k trước tháng này,action,GOAL
save goal mua laptop 500k,action,SET_GOAL
check tiền đã xài 30 ngày qua đi,action,REPORT
search hóa đơn trên 100k,action,SEARCH_RECORD
tìm record chủ nhật,action,SEARCH_RECORD
set tone hài hước,action,TONE
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
mục tiêu du lịch 100k trước 30 ngày qua,action,SET_GOAL
chuyển style nói chuyện nhé,action,SET_TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
mở cài đặt,action,SYSTEM_SETTING
update record vừa nhập,action,UPDATE_RECORD
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT_INCOME
thống kê chi tiêu thứ 2,action,REPORT_GENERAL
tìm giao dịch sức khỏe,action,SEARCH
set limit giải trí 50k mỗi tháng,action,LIMIT
bật cảnh báo giải trí,action,SET_ALERT
thống kê chi tiêu thứ 2,action,REPORT_GENERAL
set nickname Khang,action,SET_USERNAME
mục tiêu du lịch 10 triệu trước tháng 12 năm ngoái,action,SET_GOAL
chuyển giao diện sáng,action,SYSTEM_SETTING
thống kê chi tiêu thứ 6,action,REPORT_INCOME
set nickname Bin,action,SET_USERNAME
tìm giao dịch mua sắm,action,SEARCH_RECORD
xem report nhà ở 7 ngày qua,action,REPORT_GENERAL
check tiền đã xài năm ngoái đi,action,REPORT
set income 1 triệu,action,SET_INCOME
tắt chế độ tối,action,SETTING
tắt chế độ tối,action,SYSTEM_SETTING
đổi giọng sang dặn dỗi,action,TONE
từ giờ gọi t là Min,action,SET_USERNAME
lương của mình là 1 triệu,action,SET_INCOME
chuyển style nói chuyện nhé,action,TONE
chỉnh lại ghi chú nha,action,UPDATE_RECORD
sửa giao dịch cuối thành 5 triệu,action,EDIT
giảm limit còn 2 triệu,action,LIMIT
đặt hạn mức đi lại 50k,action,LIMIT
save goal mua laptop 100k,action,GOAL
set nickname Mimo Master,action,SET_USERNAME
thống kê chi tiêu hôm nay,action,REPORT_GENERAL
set limit giáo dục 5 triệu mỗi tháng,action,SET_LIMIT
thống kê chi tiêu 15-06-2026,action,REPORT_COMPARE
check tiền đã xài quý 1 năm nay đi,action,REPORT
xem report giải trí quý 1 năm nay,action,REPORT_COMPARE
đổi tên thành Mimo Master,action,SET_USERNAME
xem report sức khỏe 15-06-2026,action,REPORT_INCOME
gọi mình là Min nhé,action,SET_USERNAME
tắt chế độ tối,action,SYSTEM_SETTING
đổi tên thành Boss,action,SET_USERNAME
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
đổi giọng sang dễ thương,action,SET_TONE
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
thống kê chi tiêu chủ nhật,action,REPORT_GENERAL
tìm record cuối tuần,action,SEARCH_RECORD
tìm giao dịch nhà ở,action,SEARCH_RECORD
check tiền đã xài 7 ngày qua đi,action,REPORT_GENERAL
set income 50k,action,SET_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
hủy hóa đơn mới nhất,action,DELETE
thống kê chi tiêu 15-06-2026,action,REPORT_COMPARE
chuyển style nói chuyện nhé,action,SET_TONE
search hóa đơn trên 50k,action,SEARCH
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
mở cài đặt,action,SETTING
set income 200k,action,SET_INCOME
xóa giao dịch vừa nhập,action,DELETE_LAST
tắt chế độ tối,action,SYSTEM_SETTING
bật cảnh báo đi lại,action,SET_ALERT
xóa giao dịch vừa nhập,action,DELETE
bật cảnh báo mua sắm,action,SET_ALERT
thống kê chi tiêu chủ nhật,action,REPORT_COMPARE
cộng thêm 10 triệu vào hạn mức,action,SET_LIMIT
save goal mua laptop 5 triệu,action,SET_GOAL
thống kê chi tiêu thứ 6,action,REPORT_INCOME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
mục tiêu du lịch 5 triệu trước 7 ngày qua,action,SET_GOAL
thống kê chi tiêu 01-01-2026,action,REPORT_GENERAL
mỗi tháng mình kiếm 5 triệu,action,SET_INCOME
mục tiêu du lịch 200k trước cuối tuần,action,GOAL
tắt chế độ tối,action,SYSTEM_SETTING
bật dark mode,action,SYSTEM_SETTING
hủy hóa đơn mới nhất,action,DELETE
cho t xem báo cáo thứ 6,action,REPORT_GENERAL
check tiền đã xài tuần này đi,action,REPORT_COMPARE
set tone châm chọc,action,TONE
tìm record thứ 2,action,SEARCH
xóa record cuối giúp mình,action,DELETE
sửa giao dịch cuối thành 200k,action,EDIT
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
kiếm giúp khoản trà sữa,action,SEARCH
xem report giáo dục 23-12-2025,action,REPORT_COMPARE
mở cài đặt,action,SETTING
update record vừa nhập,action,EDIT
check tiền đã xài thứ 6 đi,action,REPORT_INCOME
tắt thông báo chi tiêu,action,SET_ALERT
xem report giải trí 01-01-2026,action,REPORT_INCOME
đổi giọng sang nghiêm túc,action,TONE
cho t xem báo cáo 30 ngày qua,action,REPORT
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
cho t xem báo cáo quý 1 năm nay,action,REPORT
set tone dặn dỗi,action,SET_TONE
sửa giao dịch cuối thành 5 triệu,action,EDIT
tắt chế độ tối,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 100k,action,SET_GOAL
hủy hóa đơn mới nhất,action,DELETE
chuyển giao diện sáng,action,SYSTEM_SETTING
cộng thêm 100k vào hạn mức,action,SET_LIMIT
tắt thông báo chi tiêu,action,SET_ALERT
mở cài đặt,action,SETTING
tắt chế độ tối,action,SYSTEM_SETTING
update record vừa nhập,action,UPDATE_RECORD
chỉnh lại ghi chú nha,action,UPDATE_RECORD
nói chuyện châm chọc hơn đi,action,TONE
tìm giao dịch giáo dục,action,SEARCH_RECORD
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_INCOME
